Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_9659,"Marathi, Geography, Sports","English, Science","English, Geography, Marathi, Science, Sports","English, Science","English, Science","Hindi, Science","Hindi, Science","Marathi, Geography","Geography, Hindi, Marathi, Science","English, Defence","Defence, English, Geography, Hindi, Marathi, Science"
stud_9660,"Hindi, Sports","English, Environmental Studies","English, Environmental Studies, Hindi, Sports","English, Environmental Studies","English, Environmental Studies","History, Geography","English, Environmental Studies, Geography, History","English, Geography","English, Geography","Marathi, Geometry","English, Geography, Geometry, Marathi"
stud_9661,"English, Sports","Science, Math","English, Math, Science, Sports","Science, Math","Math, Science","Marathi, Environmental Studies","Environmental Studies, Marathi, Math, Science","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","English, Sports","Computer, English, Environmental Studies, Hindi, Sports"
stud_9662,"Hindi, History, Drawing","Urdu, Science","Drawing, Hindi, History, Science, Urdu","Urdu, Science","Science, Urdu","History, Science","History, Science","Geography, Sports","Geography, History, Science, Sports","Marathi, Hindi","Geography, Hindi, History, Marathi, Science, Sports"
stud_9663,"Hindi, Computer","Sports, Computer","Computer, Sports","Sports, Computer","Computer, Sports","Urdu, Science","Computer, Science, Sports, Urdu","Science, Defence","Defence, Science","Urdu, Sports","Defence, Science, Sports, Urdu"
stud_9664,"Marathi, Geography","Environmental Studies, Math","Environmental Studies, Geography, Marathi, Math","Environmental Studies, Math","Environmental Studies, Math","English, Environmental Studies","English, Environmental Studies","Algebra, Defence","Algebra, Defence, English, Environmental Studies","History, Environmental Studies","Environmental Studies, History"
stud_9665,"Hindi, History, Geography","Marathi, Drawing","Drawing, Geography, Hindi, History, Marathi","Marathi, Drawing","Drawing, Marathi","Environmental Studies, Math","Drawing, Environmental Studies, Marathi, Math","Marathi, Sports","Marathi, Sports","Geometry, Computer","Computer, Geometry, Marathi, Sports"
stud_9666,"Urdu, History","English, Sports","English, History, Sports, Urdu","English, Sports","English, Sports","Marathi, Geography","English, Geography, Marathi, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Marathi, Hindi","Environmental Studies, Hindi, Marathi, Sports"
stud_9667,"Urdu, Hindi","Urdu, Hindi","Hindi, Urdu","Urdu, Hindi","Hindi, Urdu","Drawing, Environmental Studies","Drawing, Environmental Studies, Hindi, Urdu","Marathi, Environmental Studies","Environmental Studies, Marathi","Computer, Sanskrit","Computer, Environmental Studies, Marathi, Sanskrit"
stud_9668,"Drawing, Environmental Studies","Geography, Computer","Computer, Drawing, Environmental Studies, Geography","Geography, Computer","Computer, Geography","Hindi, Environmental Studies","Computer, Environmental Studies, Geography, Hindi","History, Geography","Geography, History","History, Environmental Studies","Environmental Studies, History"
stud_9669,"Hindi, History, Computer","Hindi, Science","Hindi, Science","Hindi, Science","Hindi, Science","Urdu, Science","Science, Urdu","Hindi, Geography","Geography, Hindi, Science, Urdu","Drawing, Algebra","Algebra, Drawing, Geography, Hindi, Science, Urdu"
stud_9670,"English, Science","Drawing, Computer","Computer, Drawing, English, Science","Drawing, Computer","Computer, Drawing","Urdu, Drawing, Sports","Drawing, Sports, Urdu","Hindi, Defence","Defence, Drawing, Hindi, Sports, Urdu","Algebra, Geometry","Algebra, Defence, Drawing, Geometry, Hindi, Sports, Urdu"
stud_9671,"History, Environmental Studies, Math","Sports, Math","Math, Sports","Sports, Math","Math, Sports","Sports, Computer","Computer, Sports","Hindi, English, Defence","Computer, Defence, English, Hindi, Sports","History, Geography","Computer, Defence, English, Geography, Hindi, History, Sports"
stud_9672,"Environmental Studies, Computer","Math, Computer","Computer, Math","Math, Computer","Computer, Math","History, Geography","Computer, Geography, History, Math","Urdu, Sports","Computer, Geography, History, Math, Sports, Urdu","Urdu, Environmental Studies, Sanskrit","Environmental Studies, Sanskrit, Urdu"
stud_9673,"Marathi, Environmental Studies","Sports, Math","Environmental Studies, Marathi, Math, Sports","Sports, Math","Math, Sports","Hindi, Environmental Studies","Environmental Studies, Hindi, Math, Sports","Drawing, Computer","Computer, Drawing, Environmental Studies, Hindi, Math, Sports","English, Science","Computer, Drawing, English, Environmental Studies, Hindi, Math, Science, Sports"
stud_9674,"Hindi, Computer","Hindi, Drawing, Sports","Drawing, Hindi, Sports","Hindi, Drawing, Sports","Drawing, Hindi, Sports","History, Computer","Computer, Drawing, Hindi, History, Sports","Hindi, Science","Hindi, Science","Urdu, Algebra","Algebra, Hindi, Science, Urdu"
stud_9675,"Hindi, Math","Sports, Computer","Computer, Hindi, Math, Sports","Sports, Computer","Computer, Sports","Hindi, Math","Computer, Hindi, Math, Sports","History, Environmental Studies, Defence","Computer, Defence, Environmental Studies, Hindi, History, Math, Sports","Marathi, Geography","Computer, Defence, Environmental Studies, Geography, Hindi, History, Marathi, Math, Sports"
stud_9676,"Science, Geography","Science, Sports","Science, Sports","Science, Sports","Science, Sports","English, Drawing, Sports","Drawing, English, Sports","Science, Environmental Studies","Drawing, English, Environmental Studies, Science, Sports","Science, Drawing","Drawing, Science"
stud_9677,"Hindi, English, Geography","Science, Sports","English, Geography, Hindi, Science, Sports","Science, Sports","Science, Sports","Science, Drawing","Drawing, Science","English, Computer","Computer, Drawing, English, Science","Drawing, Sanskrit","Drawing, Sanskrit"
stud_9678,"Drawing, Math","History, Science, Math","History, Math, Science","History, Science, Math","History, Math, Science","Hindi, Science","Hindi, Science","Hindi, History","Hindi, History","Geometry, Sanskrit","Geometry, Hindi, History, Sanskrit"
stud_9679,"History, Geography","Hindi, Geography, Math","Geography, Hindi, Math","Hindi, Geography, Math","Geography, Hindi, Math","Marathi, Science","Geography, Hindi, Marathi, Math, Science","Marathi, Environmental Studies","Environmental Studies, Marathi","Geography, Geometry","Environmental Studies, Geography, Geometry, Marathi"
stud_9680,"Science, Geography","Drawing, Environmental Studies","Drawing, Environmental Studies, Geography, Science","Drawing, Environmental Studies","Drawing, Environmental Studies","Urdu, Math","Drawing, Environmental Studies, Math, Urdu","Marathi, Geography, Algebra","Algebra, Drawing, Environmental Studies, Geography, Marathi, Math, Urdu","Environmental Studies, Sanskrit","Environmental Studies, Sanskrit"
stud_9681,"Hindi, Environmental Studies","English, Science","English, Environmental Studies, Hindi, Science","English, Science","English, Science","Geography, Drawing","Drawing, English, Geography, Science","Drawing, Algebra","Algebra, Drawing","Marathi, Computer, Defence","Algebra, Computer, Defence, Drawing, Marathi"
stud_9682,"History, Sports","Drawing, Computer","Computer, Drawing, History, Sports","Drawing, Computer","Computer, Drawing","Marathi, History","Computer, Drawing, History, Marathi","History, Geography","Geography, History","Science, Geometry","Geography, Geometry, History, Science"
stud_9683,"Marathi, Urdu","Marathi, English","English, Marathi","Marathi, English","English, Marathi","Hindi, Science","English, Hindi, Marathi, Science","Marathi, Science","Marathi, Science","Urdu, Environmental Studies","Environmental Studies, Marathi, Science, Urdu"
stud_9684,"Sports, Environmental Studies","English, Sports","English, Sports","English, Sports","English, Sports","English, History","English, History","Science, Drawing","Drawing, English, History, Science","Geography, Algebra, Sanskrit","Algebra, Drawing, English, Geography, History, Sanskrit, Science"
stud_9685,"Urdu, Math","Marathi, Science","Marathi, Math, Science, Urdu","Marathi, Science","Marathi, Science","Hindi, Computer","Computer, Hindi, Marathi, Science","Drawing, Algebra","Algebra, Computer, Drawing, Hindi, Marathi, Science","History, Sanskrit","Algebra, Computer, Drawing, Hindi, History, Marathi, Sanskrit, Science"
stud_9686,"Marathi, Drawing","Urdu, Hindi","Drawing, Hindi, Marathi, Urdu","Urdu, Hindi","Hindi, Urdu","Sports, Computer","Computer, Hindi, Sports, Urdu","Sports, Geometry","Geometry, Sports","Geography, Sports","Geography, Sports"
stud_9687,"Marathi, English","Environmental Studies, Math","English, Environmental Studies, Marathi, Math","Environmental Studies, Math","Environmental Studies, Math","Environmental Studies, Computer","Computer, Environmental Studies","Marathi, Drawing","Computer, Drawing, Environmental Studies, Marathi","Defence, Sanskrit","Computer, Defence, Drawing, Environmental Studies, Marathi, Sanskrit"
stud_9688,"Hindi, Computer","Hindi, Drawing","Drawing, Hindi","Hindi, Drawing","Drawing, Hindi","Marathi, English","Drawing, English, Hindi, Marathi","Urdu, Computer","Computer, Drawing, English, Hindi, Marathi, Urdu","Urdu, Sanskrit","Sanskrit, Urdu"
stud_9689,"Hindi, Math","Urdu, Math","Math, Urdu","Urdu, Math","Math, Urdu","History, Computer","Computer, History, Math, Urdu","Drawing, Algebra","Algebra, Computer, Drawing, History, Math, Urdu","Hindi, Defence","Algebra, Computer, Defence, Drawing, Hindi, History, Math, Urdu"
stud_9690,"English, History","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","Geography, Drawing","Drawing, English, Environmental Studies, Geography","Science, Environmental Studies","Environmental Studies, Science","English, Sports","English, Environmental Studies, Science, Sports"
stud_9691,"Sports, Math","Hindi, Geography","Geography, Hindi, Math, Sports","Hindi, Geography","Geography, Hindi","English, Geography","English, Geography","Urdu, English, Geography","English, Geography, Urdu","English, Sports","English, Sports"
stud_9692,"English, Environmental Studies","Hindi, Sports","English, Environmental Studies, Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Urdu, Algebra","Algebra, Hindi, Sports, Urdu","Hindi, Drawing","Drawing, Hindi"
stud_9693,"History, Science","Urdu, History, Environmental Studies, Computer","Computer, Environmental Studies, History, Urdu","Urdu, History, Environmental Studies, Computer","Computer, Environmental Studies, History, Urdu","Science, Geography","Computer, Environmental Studies, Geography, History, Science, Urdu","Urdu, Science, Sports","Science, Sports, Urdu","History, Computer","Computer, History, Science, Sports, Urdu"
stud_9694,"Hindi, Environmental Studies","Marathi, Urdu","Environmental Studies, Hindi, Marathi, Urdu","Marathi, Urdu","Marathi, Urdu","Geography, Environmental Studies, Math","Environmental Studies, Geography, Marathi, Math, Urdu","Marathi, Science","Marathi, Science","Drawing, Algebra","Algebra, Drawing, Marathi, Science"
stud_9695,"Urdu, Science","Urdu, Geography, Drawing","Drawing, Geography, Urdu","Urdu, Geography, Drawing","Drawing, Geography, Urdu","History, Geography","Geography, History","Science, Computer","Computer, Geography, History, Science","Urdu, Drawing","Computer, Drawing, Geography, History, Science, Urdu"
stud_9696,"Marathi, Drawing","Urdu, English","Drawing, English, Marathi, Urdu","Urdu, English","English, Urdu","Marathi, Math","English, Marathi, Math, Urdu","History, Algebra","Algebra, English, History, Marathi, Math, Urdu","English, Geometry","English, Geometry"
stud_9697,"Marathi, English","Science, Math","English, Marathi, Math, Science","Science, Math","Math, Science","Hindi, English","English, Hindi, Math, Science","Urdu, Drawing, Defence","Defence, Drawing, English, Hindi, Math, Science, Urdu","English, History","English, History"
stud_9698,"Hindi, Science","Science, Computer","Computer, Science","Science, Computer","Computer, Science","History, Science","History, Science","Hindi, English","English, Hindi, History, Science","English, Sanskrit","English, Sanskrit"
stud_9699,"Science, Computer","Marathi, Computer","Computer, Marathi","Marathi, Computer","Computer, Marathi","Hindi, Science, Math","Computer, Hindi, Marathi, Math, Science","Science, Computer","Computer, Science","Science, Defence","Defence, Science"
stud_9700,"History, Drawing","Geography, Drawing","Drawing, Geography","Geography, Drawing","Drawing, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Hindi, Sports","Environmental Studies, Geography, Hindi, Sports","Marathi, Sanskrit","Environmental Studies, Geography, Hindi, Marathi, Sanskrit, Sports"
stud_9701,"Hindi, English, Geography","Marathi, English","English, Marathi","Marathi, English","English, Marathi","Marathi, Urdu, Sports, Computer","Computer, Marathi, Sports, Urdu","History, Science","Computer, History, Marathi, Science, Sports, Urdu","Geometry, Computer","Computer, Geometry"
stud_9702,"Marathi, Geography","Marathi, English","English, Marathi","Marathi, English","English, Marathi","Geography, Math","English, Geography, Marathi, Math","Hindi, Science, Defence","Defence, English, Geography, Hindi, Marathi, Math, Science","Marathi, Hindi","Hindi, Marathi"
stud_9703,"Hindi, Math","History, Drawing, Computer","Computer, Drawing, Hindi, History, Math","History, Drawing, Computer","Computer, Drawing, History","Science, Math","Computer, Drawing, History, Math, Science","Science, Geography","Geography, Science","Urdu, Algebra","Algebra, Geography, Science, Urdu"
stud_9704,"English, Drawing","Sports, Computer","Computer, Drawing, English, Sports","Sports, Computer","Computer, Sports","English, Drawing","Computer, Drawing, English, Sports","Science, Geography","Computer, Drawing, English, Geography, Science, Sports","Marathi, English","English, Marathi"
stud_9705,"Urdu, Geography","Urdu, Math","Math, Urdu","Urdu, Math","Math, Urdu","Urdu, History","History, Urdu","History, Computer","Computer, History","English, Defence","Computer, Defence, English, History"
stud_9706,"Drawing, Math","Geography, Computer","Computer, Drawing, Geography, Math","Geography, Computer","Computer, Geography","History, Sports","Computer, Geography, History, Sports","Geography, Environmental Studies","Environmental Studies, Geography","History, Environmental Studies","Environmental Studies, History"
stud_9707,"Hindi, Science","Environmental Studies, Math","Environmental Studies, Hindi, Math, Science","Environmental Studies, Math","Environmental Studies, Math","Hindi, Geography, Drawing","Drawing, Environmental Studies, Geography, Hindi, Math","Hindi, Drawing","Drawing, Hindi","Hindi, Sports","Hindi, Sports"
stud_9708,"Hindi, Sports","History, Science","Hindi, History, Science, Sports","History, Science","History, Science","Geography, Environmental Studies","Environmental Studies, Geography, History, Science","Urdu, Science","Science, Urdu","Marathi, Sports","Marathi, Science, Sports, Urdu"
stud_9709,"English, Drawing, Math","English, Math","English, Math","English, Math","English, Math","Urdu, Computer","Computer, English, Math, Urdu","Sports, Environmental Studies","Computer, English, Environmental Studies, Math, Sports, Urdu","Marathi, Drawing","Computer, Drawing, English, Environmental Studies, Marathi, Math, Sports, Urdu"
stud_9710,"History, Drawing","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","Drawing, Environmental Studies","English, Environmental Studies","English, Environmental Studies","Sports, Environmental Studies, Computer","Computer, Environmental Studies, Sports","Marathi, Geography","Computer, Environmental Studies, Geography, Marathi, Sports"
stud_9711,"Urdu, Geography, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Geography, Environmental Studies","Environmental Studies, Geography, Hindi, Sports","English, Science","English, Environmental Studies, Geography, Hindi, Science, Sports","Urdu, History, Geography","Geography, History, Urdu"
stud_9712,"Marathi, Sports","Urdu, Science","Marathi, Science, Sports, Urdu","Urdu, Science","Science, Urdu","Drawing, Math","Drawing, Math, Science, Urdu","Urdu, Algebra","Algebra, Urdu","History, Sanskrit","Algebra, History, Sanskrit, Urdu"
stud_9713,"Hindi, Geography, Sports","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","English, History","English, Environmental Studies, Hindi, History","Urdu, Algebra","Algebra, English, Environmental Studies, Hindi, History, Urdu","Urdu, English, Sports","English, Sports, Urdu"
stud_9714,"History, Sports","Hindi, Drawing","Drawing, Hindi, History, Sports","Hindi, Drawing","Drawing, Hindi","Marathi, Environmental Studies","Drawing, Environmental Studies, Hindi, Marathi","Drawing, Algebra","Algebra, Drawing","English, Sports","Algebra, Drawing, English, Sports"
stud_9715,"English, History","Science, Math","English, History, Math, Science","Science, Math","Math, Science","Urdu, Drawing","Drawing, Math, Science, Urdu","History, Computer","Computer, Drawing, History, Math, Science, Urdu","Sports, Computer","Computer, Sports"
stud_9716,"Drawing, Environmental Studies","Hindi, History, Computer","Computer, Drawing, Environmental Studies, Hindi, History","Hindi, History, Computer","Computer, Hindi, History","History, Environmental Studies","Environmental Studies, History","Sports, Algebra","Algebra, Environmental Studies, History, Sports","English, Drawing","Algebra, Drawing, English, Environmental Studies, History, Sports"
stud_9717,"Urdu, History","Science, Sports, Math","History, Math, Science, Sports, Urdu","Science, Sports, Math","Math, Science, Sports","English, History","English, History, Math, Science, Sports","English, Defence","Defence, English","Algebra, Sanskrit","Algebra, Defence, English, Sanskrit"
stud_9718,"English, Drawing","History, Math","Drawing, English, History, Math","History, Math","History, Math","Marathi, Science, Drawing, Sports","Drawing, History, Marathi, Math, Science, Sports","Hindi, Sports","Hindi, Sports","Science, Geography","Geography, Hindi, Science, Sports"
stud_9719,"Science, Sports","Science, Sports","Science, Sports","Science, Sports","Science, Sports","Geography, Computer","Computer, Geography, Science, Sports","Hindi, Science","Hindi, Science","History, Geography","Geography, Hindi, History, Science"
stud_9720,"History, Science, Geography","Marathi, Geography","Geography, Marathi","Marathi, Geography","Geography, Marathi","History, Drawing","Drawing, Geography, History, Marathi","Urdu, Environmental Studies, Algebra","Algebra, Drawing, Environmental Studies, Geography, History, Marathi, Urdu","Sports, Sanskrit","Algebra, Drawing, Environmental Studies, Geography, History, Marathi, Sanskrit, Sports, Urdu"
stud_9721,"English, Computer","Hindi, Drawing","Computer, Drawing, English, Hindi","Hindi, Drawing","Drawing, Hindi","Hindi, History","Hindi, History","English, Geometry","English, Geometry, Hindi, History","Environmental Studies, Algebra","Algebra, English, Environmental Studies, Geometry, Hindi, History"
stud_9722,"Science, Math","Science, Geography","Geography, Science","Science, Geography","Geography, Science","Science, Geography","Geography, Science","Urdu, Geometry","Geography, Geometry, Science, Urdu","English, Algebra","Algebra, English, Geography, Geometry, Science, Urdu"
stud_9723,"Geography, Computer","History, Drawing","Computer, Drawing, Geography, History","History, Drawing","Drawing, History","English, Sports","Drawing, English, History, Sports","Science, Drawing","Drawing, Science","English, Sanskrit","Drawing, English, Sanskrit, Science"
stud_9724,"History, Geography, Drawing","Science, Environmental Studies","Drawing, Environmental Studies, Geography, History, Science","Science, Environmental Studies","Environmental Studies, Science","English, Science, Computer","Computer, English, Science","Hindi, Computer","Computer, Hindi","Marathi, Hindi","Hindi, Marathi"
stud_9725,"Environmental Studies, Math","Drawing, Math","Drawing, Math","Drawing, Math","Drawing, Math","Urdu, Computer","Computer, Drawing, Math, Urdu","English, Defence","Computer, Defence, Drawing, English, Math, Urdu","English, Drawing","Drawing, English"
stud_9726,"English, Drawing","Marathi, Urdu, Sports","Drawing, English, Marathi, Sports, Urdu","Marathi, Urdu, Sports","Marathi, Sports, Urdu","Hindi, English","English, Hindi, Marathi, Sports, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","Science, Geography","Environmental Studies, Geography, Science, Urdu"
stud_9727,"English, Computer","Hindi, Geography","Computer, English, Geography, Hindi","Hindi, Geography","Geography, Hindi","English, Science","English, Geography, Hindi, Science","English, Computer","Computer, English","History, Geometry","Computer, English, Geometry, History"
stud_9728,"English, Computer","English, Geography, Math","English, Geography, Math","English, Geography, Math","English, Geography, Math","Marathi, Urdu","English, Geography, Marathi, Math, Urdu","English, Computer","Computer, English","Science, Environmental Studies","Computer, English, Environmental Studies, Science"
stud_9729,"Urdu, Geography","Marathi, Computer","Computer, Geography, Marathi, Urdu","Marathi, Computer","Computer, Marathi","Geography, Math","Computer, Geography, Marathi, Math","English, Algebra","Algebra, Computer, English, Geography, Marathi, Math","Marathi, History","History, Marathi"
stud_9730,"Math, Computer","Marathi, Urdu","Computer, Marathi, Math, Urdu","Marathi, Urdu","Marathi, Urdu","Math, Computer","Computer, Marathi, Math, Urdu","Geography, Sports","Computer, Geography, Marathi, Math, Sports, Urdu","Science, Sports","Science, Sports"
stud_9731,"English, Science","Environmental Studies, Math","English, Environmental Studies, Math, Science","Environmental Studies, Math","Environmental Studies, Math","Marathi, Computer","Computer, Environmental Studies, Marathi, Math","Urdu, Algebra","Algebra, Computer, Environmental Studies, Marathi, Math, Urdu","Defence, Sanskrit","Algebra, Computer, Defence, Environmental Studies, Marathi, Math, Sanskrit, Urdu"
stud_9732,"Urdu, Hindi, Geography","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","History, Science","Computer, Environmental Studies, Hindi, History, Science","Urdu, Defence","Computer, Defence, Environmental Studies, Hindi, History, Science, Urdu","Sports, Computer","Computer, Sports"
stud_9733,"Environmental Studies, Computer","Marathi, Drawing","Computer, Drawing, Environmental Studies, Marathi","Marathi, Drawing","Drawing, Marathi","History, Science","Drawing, History, Marathi, Science","Science, Geometry","Geometry, Science","Drawing, Computer","Computer, Drawing, Geometry, Science"
stud_9734,"Marathi, Urdu, Drawing","Marathi, Hindi, English","English, Hindi, Marathi","Marathi, Hindi, English","English, Hindi, Marathi","Drawing, Math","Drawing, English, Hindi, Marathi, Math","Drawing, Environmental Studies","Drawing, Environmental Studies","Hindi, Science, Drawing","Drawing, Hindi, Science"
stud_9735,"English, Drawing","History, Computer","Computer, Drawing, English, History","History, Computer","Computer, History","Marathi, Sports","Computer, History, Marathi, Sports","Hindi, Drawing","Computer, Drawing, Hindi, History, Marathi, Sports","Drawing, Sports","Drawing, Sports"
stud_9736,"English, Environmental Studies","Geography, Computer","Computer, English, Environmental Studies, Geography","Geography, Computer","Computer, Geography","Science, Sports","Computer, Geography, Science, Sports","Marathi, Hindi","Computer, Geography, Hindi, Marathi, Science, Sports","History, Geometry","Computer, Geography, Geometry, Hindi, History, Marathi, Science, Sports"
stud_9737,"Marathi, Science","Geography, Drawing","Drawing, Geography, Marathi, Science","Geography, Drawing","Drawing, Geography","Hindi, English","Drawing, English, Geography, Hindi","Marathi, Urdu","Drawing, English, Geography, Hindi, Marathi, Urdu","Urdu, Hindi","Hindi, Urdu"
stud_9738,"Drawing, Sports","Marathi, Geography","Drawing, Geography, Marathi, Sports","Marathi, Geography","Geography, Marathi","Marathi, English","English, Marathi","Algebra, Geometry","Algebra, English, Geometry, Marathi","Hindi, History","Algebra, English, Geometry, Hindi, History, Marathi"
stud_9739,"History, Science","Sports, Math","History, Math, Science, Sports","Sports, Math","Math, Sports","Marathi, Science","Marathi, Math, Science, Sports","History, Geography","Geography, History, Marathi, Math, Science, Sports","Marathi, History","History, Marathi"
stud_9740,"Geography, Math","Science, Sports","Geography, Math, Science, Sports","Science, Sports","Science, Sports","Urdu, English","English, Science, Sports, Urdu","History, Computer","Computer, English, History, Science, Sports, Urdu","Hindi, Algebra","Algebra, Computer, English, Hindi, History, Science, Sports, Urdu"
stud_9741,"Urdu, Hindi","History, Science, Environmental Studies","Environmental Studies, Hindi, History, Science, Urdu","History, Science, Environmental Studies","Environmental Studies, History, Science","Science, Sports","Science, Sports","Science, Defence","Defence, Science","Algebra, Geometry","Algebra, Defence, Geometry, Science"
stud_9742,"English, Math","English, Geography","English, Geography","English, Geography","English, Geography","History, Math","English, Geography, History, Math","Marathi, Hindi","English, Geography, Hindi, History, Marathi, Math","Hindi, Geometry","Geometry, Hindi"
stud_9743,"Drawing, Sports","Urdu, Drawing","Drawing, Urdu","Urdu, Drawing","Drawing, Urdu","Marathi, English, Drawing","Drawing, English, Marathi","Marathi, History","History, Marathi","Drawing, Algebra","Algebra, Drawing, History, Marathi"
stud_9744,"English, Science","Science, Sports","Science, Sports","Science, Sports","Science, Sports","Marathi, Urdu, Computer","Computer, Marathi, Science, Sports, Urdu","English, Geometry","Computer, English, Geometry, Marathi, Science, Sports, Urdu","Sports, Algebra","Algebra, Sports"
stud_9745,"Urdu, English","History, Geography","English, Geography, History, Urdu","History, Geography","Geography, History","Marathi, Math, Computer","Computer, Geography, History, Marathi, Math","English, Algebra","Algebra, Computer, English, Geography, History, Marathi, Math","Sports, Environmental Studies","Algebra, Computer, English, Environmental Studies, Geography, History, Marathi, Math, Sports"
stud_9746,"English, Science, Sports","Science, Geography","Geography, Science","Science, Geography","Geography, Science","Geography, Drawing","Drawing, Geography","Urdu, Defence","Defence, Drawing, Geography, Urdu","English, Geometry","Defence, Drawing, English, Geography, Geometry, Urdu"
stud_9747,"Urdu, Science","English, Environmental Studies","English, Environmental Studies, Science, Urdu","English, Environmental Studies","English, Environmental Studies","Marathi, Urdu","English, Environmental Studies, Marathi, Urdu","Urdu, English","English, Urdu","English, Geography","English, Geography"
stud_9748,"Urdu, Drawing","Drawing, Computer","Computer, Drawing","Drawing, Computer","Computer, Drawing","Drawing, Math","Drawing, Math","Geometry, Computer","Computer, Drawing, Geometry, Math","Urdu, Hindi, Sports","Computer, Drawing, Geometry, Hindi, Math, Sports, Urdu"
stud_9749,"Urdu, History","Urdu, Computer","Computer, Urdu","Urdu, Computer","Computer, Urdu","English, Science","Computer, English, Science, Urdu","Marathi, Geometry","Computer, English, Geometry, Marathi, Science, Urdu","English, Geography","English, Geography"
stud_9750,"English, Math","Marathi, Sports","English, Marathi, Math, Sports","Marathi, Sports","Marathi, Sports","Geography, Environmental Studies","Environmental Studies, Geography, Marathi, Sports","Hindi, Drawing, Environmental Studies, Algebra","Algebra, Drawing, Environmental Studies, Hindi","Geometry, Sanskrit","Algebra, Drawing, Environmental Studies, Geometry, Hindi, Sanskrit"
stud_9751,"Science, Geography","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Geography, Hindi, Science","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","Geography, Math","Computer, Environmental Studies, Geography, Hindi, Math","Drawing, Geometry","Computer, Drawing, Environmental Studies, Geography, Geometry, Hindi, Math","History, Science","Computer, Drawing, Environmental Studies, Geography, Geometry, Hindi, History, Math, Science"
stud_9752,"History, Environmental Studies","Marathi, Hindi, Sports","Environmental Studies, Hindi, History, Marathi, Sports","Marathi, Hindi, Sports","Hindi, Marathi, Sports","History, Math","Hindi, History, Marathi, Math, Sports","Hindi, History","Hindi, History","Urdu, Geography","Geography, Hindi, History, Urdu"
stud_9753,"Hindi, Environmental Studies","History, Geography","Environmental Studies, Geography, Hindi, History","History, Geography","Geography, History","Marathi, Urdu","Geography, History, Marathi, Urdu","Geometry, Computer","Computer, Geography, Geometry, History, Marathi, Urdu","Environmental Studies, Sanskrit","Computer, Environmental Studies, Geography, Geometry, History, Marathi, Sanskrit, Urdu"
stud_9754,"Science, Drawing, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Sports, Environmental Studies","Environmental Studies, Sports","English, Math","English, Environmental Studies, Math, Sports","History, Drawing","Drawing, English, Environmental Studies, History, Math, Sports","Hindi, History","Hindi, History"
stud_9755,"Math, Computer","Urdu, Math","Math, Urdu","Urdu, Math","Math, Urdu","Urdu, Math","Math, Urdu","Hindi, Geography, Sports","Geography, Hindi, Math, Sports, Urdu","Urdu, English","English, Urdu"
stud_9756,"English, History","Urdu, English","English, Urdu","Urdu, English","English, Urdu","Marathi, Urdu","Marathi, Urdu","History, Sports","History, Marathi, Sports, Urdu","Urdu, Algebra","Algebra, Urdu"
stud_9757,"Sports, Math","Science, Environmental Studies","Environmental Studies, Math, Science, Sports","Science, Environmental Studies","Environmental Studies, Science","Urdu, Geography","Environmental Studies, Geography, Science, Urdu","Algebra, Computer","Algebra, Computer, Environmental Studies, Geography, Science, Urdu","Sports, Geometry","Algebra, Computer, Environmental Studies, Geography, Geometry, Science, Sports, Urdu"
stud_9758,"Urdu, Drawing","English, Computer","Computer, Drawing, English, Urdu","English, Computer","Computer, English","Drawing, Math","Computer, Drawing, English, Math","Drawing, Computer","Computer, Drawing","English, Environmental Studies","Computer, Drawing, English, Environmental Studies"
stud_9759,"Marathi, Urdu","Urdu, English","English, Urdu","Urdu, English","English, Urdu","Marathi, Sports","English, Marathi, Sports, Urdu","Urdu, Environmental Studies, Defence","Defence, Environmental Studies, Urdu","Drawing, Geometry","Defence, Drawing, Environmental Studies, Geometry, Urdu"
stud_9760,"Marathi, Sports","Marathi, Sports","Marathi, Sports","Marathi, Sports","Marathi, Sports","Marathi, Urdu, Geography","Geography, Marathi, Urdu","Science, Drawing","Drawing, Geography, Marathi, Science, Urdu","Hindi, Defence","Defence, Drawing, Geography, Hindi, Marathi, Science, Urdu"
