Unique_ID,Marathi_Overall_Growth,Urdu_Overall_Growth,Hindi_Overall_Growth,English_Overall_Growth,History_Overall_Growth,Science_Overall_Growth,Geography_Overall_Growth,Drawing_Overall_Growth,Sports_Overall_Growth,Environmental Studies_Overall_Growth,Math_Overall_Growth,Computer_Overall_Growth,Algebra_Overall_Growth,Geometry_Overall_Growth,Defence_Overall_Growth
stud_7722,-9.6,6.2,-13.4,8.0,5.4,3.6,-11.4,17.0,-13.6,-9.6,5.666666666666667,-7.2,-31.0,67.0,-58.0
stud_7723,2.2,4.4,-3.8,-3.4,-8.8,12.0,6.2,-7.8,10.8,16.2,-12.666666666666666,0.0,28.0,53.0,-44.0
stud_7724,-1.4,7.0,-9.6,4.4,2.4,-3.8,-10.8,-6.0,3.4,-3.4,10.666666666666666,2.4,-33.0,-58.0,21.0
stud_7725,-0.8,5.8,-2.8,2.8,-0.6,-3.8,3.0,8.8,-11.6,2.4,-13.333333333333334,10.4,-49.0,3.0,-33.0
stud_7726,14.0,5.6,14.8,8.4,0.8,-4.2,-2.8,1.6,6.6,7.2,-4.333333333333333,6.4,-5.0,-12.0,-18.0
stud_7727,-0.4,-6.2,-5.4,3.6,1.6,-1.6,-8.6,-9.2,-14.4,-6.6,3.6666666666666665,-9.4,94.0,85.0,16.0
stud_7728,-16.0,-12.2,6.2,-0.8,-12.0,-2.0,-5.0,1.8,2.8,4.6,-6.0,9.0,-84.0,-35.0,43.0
stud_7729,-8.8,2.0,-8.2,5.4,1.2,-11.8,-0.6,15.2,-5.6,14.4,-13.666666666666666,8.8,49.0,-33.0,38.0
stud_7730,-17.8,-1.0,1.0,13.2,5.0,11.6,4.2,7.0,-2.4,-1.4,14.0,-7.2,19.0,19.0,19.0
stud_7731,3.4,-1.2,-5.8,6.8,-6.4,-13.4,-1.2,13.0,3.2,12.4,-0.6666666666666666,-7.8,53.0,35.0,-9.0
stud_7732,-3.8,11.2,-11.4,15.6,-1.6,-0.2,1.0,2.6,-6.6,5.8,17.666666666666668,1.8,45.0,-38.0,0.0
stud_7733,1.8,-8.8,5.4,14.4,-0.2,-1.2,-3.4,-4.0,8.8,-9.4,7.666666666666667,-2.8,-42.0,8.0,47.0
stud_7734,-14.4,8.6,5.8,-7.4,3.4,14.2,5.0,13.6,6.2,-11.6,21.333333333333332,-6.4,-26.0,-34.0,57.0
stud_7735,7.0,6.8,13.6,11.6,15.8,1.0,0.0,-12.6,4.6,-4.6,-1.0,-1.6,-4.0,11.0,41.0
stud_7736,7.6,3.6,-8.2,1.8,5.0,-2.2,-1.4,-13.6,-4.4,-0.6,3.6666666666666665,-9.4,-13.0,36.0,-26.0
stud_7737,3.0,-10.2,6.8,3.4,4.0,-1.8,13.6,-9.4,2.4,-6.8,2.6666666666666665,-5.0,60.0,20.0,11.0
stud_7738,2.0,-18.0,6.6,-1.6,10.4,-12.2,6.0,-14.4,1.4,7.6,-1.0,-10.4,41.0,46.0,-83.0
stud_7739,-7.8,1.4,8.0,-16.2,-4.6,-9.2,-0.8,-15.4,3.0,2.8,-5.0,13.4,-29.0,-7.0,-26.0
stud_7740,12.4,2.4,-1.8,-2.8,-7.6,11.6,-6.4,-6.6,-1.4,-17.4,22.333333333333332,-4.0,21.0,81.0,3.0
stud_7741,-0.8,-1.8,-5.4,11.2,0.0,1.8,13.6,-0.8,-1.6,2.4,-6.333333333333333,-8.6,-24.0,2.0,-29.0
stud_7742,11.0,1.6,-0.8,14.6,10.2,11.4,11.8,1.6,11.4,4.8,2.0,9.8,-75.0,61.0,12.0
stud_7743,8.2,2.6,-12.0,-18.8,-8.0,-15.2,2.4,13.6,1.2,13.8,23.333333333333332,-1.6,27.0,-14.0,-2.0
stud_7744,0.4,-7.4,-0.8,5.2,-4.0,0.8,8.6,17.8,-1.6,-9.4,12.0,-3.4,-22.0,-51.0,29.0
stud_7745,-4.6,-1.8,7.4,0.0,-2.6,-15.2,0.4,-3.8,10.2,0.8,14.0,6.4,-29.0,-39.0,-35.0
stud_7746,7.2,-2.2,3.0,-5.2,-4.2,1.8,-6.8,6.8,11.6,-10.4,-0.6666666666666666,-5.4,34.0,52.0,-4.0
stud_7747,-3.2,0.2,2.8,-7.4,8.2,6.2,2.2,-7.2,-14.2,-6.2,-2.3333333333333335,-3.0,50.0,64.0,-15.0
stud_7748,6.2,0.0,-7.2,-7.2,-13.8,-13.6,-1.6,2.6,8.0,6.8,3.6666666666666665,9.0,60.0,41.0,15.0
stud_7749,-15.0,5.4,-11.0,-5.2,10.6,-13.0,1.4,-1.6,2.8,1.0,-6.0,4.2,-11.0,7.0,-4.0
stud_7750,-10.8,4.6,-1.0,13.6,-10.2,-14.8,8.6,-17.6,-8.0,-14.4,-2.6666666666666665,15.2,31.0,-41.0,13.0
stud_7751,-17.6,9.0,14.2,6.0,15.0,-13.6,10.6,4.0,2.8,5.0,26.333333333333332,-5.4,-81.0,29.0,-34.0
stud_7752,-6.8,-10.2,2.2,3.8,-13.6,5.6,4.4,0.6,3.0,-13.8,-10.333333333333334,-1.0,-51.0,18.0,-29.0
stud_7753,-7.6,10.6,7.2,-7.4,-4.8,13.6,3.4,3.6,9.6,-6.4,10.666666666666666,-3.4,48.0,-17.0,19.0
stud_7754,11.4,7.2,0.2,-8.2,-3.0,6.6,1.8,-4.6,1.8,-0.2,-8.666666666666666,-0.6,-26.0,42.0,-87.0
stud_7755,-3.8,4.8,-3.8,-4.8,-3.8,8.0,12.4,4.6,6.2,15.6,-5.666666666666667,12.6,50.0,17.0,39.0
stud_7756,12.8,-11.0,13.6,11.6,0.8,3.8,0.8,3.2,-2.8,1.6,-16.666666666666668,-0.8,-76.0,-2.0,42.0
stud_7757,-6.2,-17.6,-9.6,-3.6,-19.0,0.0,1.0,11.6,-16.6,17.0,-1.0,-5.0,25.0,1.0,10.0
stud_7758,0.4,12.2,3.6,-0.6,-1.2,4.0,-9.8,7.6,4.0,3.8,-7.666666666666667,3.6,18.0,-40.0,31.0
stud_7759,15.4,-14.4,6.6,6.4,4.2,-13.4,-1.2,4.2,0.0,-1.8,2.0,13.2,25.0,-13.0,1.0
stud_7760,0.0,13.2,-2.8,4.4,6.4,4.2,4.8,3.2,0.8,3.0,-2.0,-2.4,30.0,-13.0,-45.0
stud_7761,6.2,10.8,2.4,-5.2,-0.8,12.6,0.8,-4.0,9.4,1.6,1.6666666666666667,-5.2,19.0,19.0,12.0
stud_7762,-10.6,-9.8,-8.4,-0.4,-13.8,7.8,-3.0,2.4,13.2,-3.0,-4.333333333333333,15.0,8.0,38.0,59.0
stud_7763,-9.0,-8.4,0.4,-4.2,7.2,-5.6,-11.2,-0.6,-5.4,9.8,2.0,-3.8,67.0,30.0,76.0
stud_7764,5.8,17.0,5.8,-7.8,-4.2,-7.4,8.0,-14.6,-9.6,10.8,12.0,11.0,57.0,16.0,-21.0
stud_7765,0.4,-2.2,0.8,4.8,-3.4,-7.0,-7.4,7.4,6.4,-8.8,7.333333333333333,-1.8,14.0,35.0,-17.0
stud_7766,-1.8,-5.6,6.4,-4.0,2.6,14.6,-2.6,11.2,-3.6,12.4,20.333333333333332,-16.0,-13.0,15.0,-51.0
stud_7767,5.4,9.2,-5.4,5.0,-16.2,11.4,-12.6,2.4,1.6,15.8,-6.0,-9.4,28.0,-20.0,1.0
stud_7768,-2.4,4.0,-8.0,-5.0,-9.6,13.6,5.6,3.8,-8.8,3.2,7.666666666666667,8.6,-16.0,60.0,66.0
stud_7769,-4.8,-4.6,2.8,5.0,-6.2,-16.0,-7.0,-3.0,-6.4,1.2,3.3333333333333335,5.4,-17.0,22.0,11.0
stud_7770,5.4,-7.4,-3.2,-8.0,13.4,4.0,2.4,3.0,-4.2,0.0,2.3333333333333335,8.8,-3.0,87.0,85.0
stud_7771,2.6,2.2,2.8,-4.8,9.4,-2.4,-1.6,-12.8,1.6,-14.6,-14.0,-8.4,31.0,-22.0,26.0
stud_7772,16.6,-2.0,-0.6,-16.8,-16.0,6.6,-16.0,-13.2,-5.6,-8.8,12.666666666666666,5.6,-25.0,20.0,42.0
stud_7773,-10.2,2.0,15.6,-12.2,2.0,-6.4,0.4,9.0,2.4,3.4,1.3333333333333333,14.2,12.0,11.0,79.0
stud_7774,8.0,-3.2,-15.6,-10.6,-6.2,1.2,1.4,-7.6,5.2,3.0,14.666666666666666,14.2,28.0,32.0,32.0
stud_7775,-1.0,14.8,-0.4,15.6,1.2,-5.8,-6.6,6.2,2.6,4.0,25.666666666666668,-1.0,-55.0,83.0,-48.0
stud_7776,-2.4,16.6,-2.8,0.6,12.2,2.8,15.2,-10.6,3.4,-3.6,6.666666666666667,-6.0,45.0,10.0,-50.0
stud_7777,-2.6,-2.0,8.4,0.0,6.8,17.8,-17.2,0.0,-0.8,4.4,-5.333333333333333,-2.4,-43.0,-24.0,26.0
stud_7778,0.6,0.4,-1.8,-0.6,-5.8,-1.8,9.4,-3.2,-1.4,4.0,4.0,15.8,-18.0,-23.0,-13.0
stud_7779,-14.2,-0.4,-0.2,7.0,-0.4,-9.2,-17.4,-8.0,1.6,-3.6,-29.0,5.8,-78.0,6.0,80.0
stud_7780,8.6,6.2,-1.2,-0.8,5.8,-14.0,1.6,-19.2,-4.8,5.8,-15.666666666666666,1.8,-92.0,72.0,-7.0
stud_7781,-14.6,7.2,11.8,-3.2,14.6,-15.2,-4.2,0.0,-4.6,0.8,-7.666666666666667,6.8,-75.0,-13.0,-15.0
stud_7782,3.6,8.0,2.0,-1.0,1.6,-7.6,-6.6,8.4,1.2,9.4,28.666666666666668,-12.4,37.0,-9.0,15.0
stud_7783,-2.2,-13.4,18.8,3.6,10.8,-10.2,-4.0,-14.4,-19.0,2.6,-0.6666666666666666,2.8,6.0,46.0,44.0
stud_7784,0.0,14.8,0.0,3.2,13.2,-11.4,4.6,-11.8,3.0,11.6,6.333333333333333,15.8,26.0,-12.0,-39.0
stud_7785,11.4,11.4,8.0,1.0,7.8,10.0,-0.8,-8.0,2.8,-0.4,-4.0,-0.2,0.0,49.0,-53.0
stud_7786,9.6,-4.6,6.8,7.4,1.8,-2.2,7.0,-6.2,1.8,8.8,-3.3333333333333335,-1.4,19.0,-42.0,28.0
stud_7787,-1.2,-12.6,2.0,4.2,-2.6,-5.4,-4.4,-11.6,-8.4,-2.0,-12.0,-2.4,6.0,33.0,-20.0
stud_7788,2.8,-13.6,2.4,-0.8,-12.2,3.4,8.0,6.0,-3.2,2.0,-1.3333333333333333,-3.4,-25.0,-18.0,37.0
stud_7789,6.2,-5.2,0.8,14.8,9.4,-11.0,16.6,6.4,-5.4,16.8,7.333333333333333,-2.2,15.0,63.0,-30.0
stud_7790,-11.8,7.4,-3.2,9.8,16.2,-4.6,-4.6,-5.0,-5.4,-7.6,-10.333333333333334,0.0,-26.0,15.0,69.0
stud_7791,13.4,0.0,11.6,-11.2,4.0,1.8,-0.2,9.6,7.4,-2.4,-17.0,0.4,-45.0,-53.0,-20.0
stud_7792,13.6,2.0,0.4,14.4,8.0,4.0,5.0,-8.0,-11.2,-7.8,13.666666666666666,7.2,21.0,7.0,-13.0
stud_7793,9.0,2.6,2.6,-7.0,-17.2,-14.6,5.2,1.6,1.4,6.8,-4.0,-0.6,-6.0,-24.0,-51.0
stud_7794,4.8,8.0,-1.8,-16.2,-2.6,-3.8,-3.4,12.0,-2.6,-7.4,-0.6666666666666666,-2.4,-63.0,88.0,-10.0
stud_7795,0.8,12.6,3.2,1.4,4.0,-11.2,-0.4,10.8,-1.0,7.6,17.333333333333332,12.6,14.0,-4.0,22.0
stud_7796,6.0,1.0,-13.4,-3.8,-9.2,6.4,10.8,2.2,8.8,-1.6,-4.0,6.4,40.0,-72.0,21.0
stud_7797,5.8,0.2,1.2,4.4,11.2,-9.4,12.4,0.4,7.0,-1.4,-13.333333333333334,-3.2,-27.0,66.0,23.0
stud_7798,-1.8,-2.0,5.2,16.8,-5.4,1.4,-11.6,2.0,-10.2,-2.4,16.666666666666668,-5.4,10.0,76.0,36.0
stud_7799,-1.2,-10.4,-14.0,-5.8,-12.6,-4.2,-7.0,0.8,-6.2,-9.0,-6.0,-3.6,3.0,-38.0,-17.0
stud_7800,-12.0,6.8,-12.2,0.8,-4.0,8.6,1.0,-7.2,0.8,8.4,7.666666666666667,-3.4,28.0,4.0,-66.0
stud_7801,10.8,-10.8,-6.8,-12.6,-11.2,-8.0,-1.2,13.6,-5.2,8.6,4.333333333333333,-2.8,11.0,-17.0,-11.0
stud_7802,-5.6,8.0,2.0,-7.2,12.8,5.2,-0.4,15.2,-2.8,10.4,-10.666666666666666,5.4,-43.0,-40.0,-64.0
stud_7803,-9.2,-1.6,-11.6,-4.6,1.8,11.8,-0.4,-2.6,4.8,-2.6,-7.666666666666667,11.6,-12.0,38.0,-19.0
stud_7804,-8.4,-2.6,11.6,-13.0,13.4,8.2,-14.6,-1.2,4.4,12.8,-17.666666666666668,2.6,63.0,77.0,16.0
stud_7805,-0.2,5.0,9.6,8.6,-6.2,-5.0,6.0,-5.2,3.4,11.4,-17.666666666666668,5.4,-1.0,-20.0,-29.0
stud_7806,0.0,0.0,2.4,-11.0,-1.6,4.0,-6.6,5.8,9.8,1.2,-8.666666666666666,9.0,47.0,20.0,-52.0
stud_7807,-7.4,4.0,-3.8,-3.8,4.0,8.4,-1.6,-9.0,-17.6,1.2,14.0,-7.6,-5.0,32.0,-42.0
stud_7808,9.2,0.0,2.6,-10.8,5.8,-1.2,-5.4,-10.0,8.8,-5.8,-4.0,11.2,97.0,-9.0,-37.0
stud_7809,-1.6,4.6,-6.0,2.6,-6.4,-5.0,-6.4,-8.6,-2.2,-7.0,15.333333333333334,13.8,5.0,-88.0,46.0
stud_7810,9.6,-1.8,11.0,5.6,0.4,6.2,-13.2,-7.4,-7.4,2.0,-13.0,0.8,43.0,47.0,-26.0
stud_7811,-13.8,6.0,-2.2,-1.4,5.6,9.0,-0.2,-3.2,-4.2,-14.6,12.0,-13.4,-92.0,7.0,40.0
stud_7812,4.4,0.6,10.2,-6.6,5.4,3.8,1.8,-1.6,3.0,17.4,-20.0,-13.4,52.0,-41.0,-22.0
stud_7813,-15.8,10.0,0.8,-1.2,6.2,-5.8,-12.2,12.2,-0.8,13.6,-15.333333333333334,-1.8,-5.0,43.0,-24.0
stud_7814,-5.8,-2.0,2.6,-13.0,6.2,14.2,-0.8,-17.2,1.0,-4.8,3.0,0.0,7.0,-42.0,0.0
stud_7815,-1.0,6.8,0.8,-10.0,13.6,3.2,17.8,-9.2,1.2,3.6,-9.333333333333334,-9.6,41.0,20.0,27.0
stud_7816,11.6,-8.6,8.0,0.2,13.8,-0.6,12.4,-14.6,5.2,-3.8,-23.333333333333332,-13.2,9.0,-25.0,-32.0
stud_7817,11.6,0.2,-3.4,-4.2,-3.2,11.6,-10.2,3.2,8.6,4.6,-3.6666666666666665,-3.8,-11.0,-25.0,-27.0
stud_7818,1.0,-0.6,11.6,3.8,-10.6,2.4,-7.0,0.2,-10.8,-11.4,-6.0,-6.2,-3.0,-45.0,80.0
stud_7819,-11.4,-17.0,6.0,16.6,14.8,-2.6,-5.4,14.6,6.2,5.4,-14.333333333333334,-5.2,53.0,23.0,-54.0
stud_7820,0.4,-1.6,-1.4,11.6,-0.2,8.2,-5.4,-1.2,-5.8,1.8,8.333333333333334,7.4,56.0,-41.0,34.0
stud_7821,-9.8,5.6,7.2,9.4,-7.6,-10.4,1.8,1.8,3.8,4.2,-13.333333333333334,8.0,-28.0,16.0,51.0
stud_7822,-13.0,-8.8,-5.0,-1.2,8.8,-2.6,6.4,-13.4,5.8,-1.6,0.0,0.0,-23.0,80.0,-74.0
stud_7823,1.6,-2.6,-4.8,-8.4,4.6,1.4,1.0,-4.2,-0.8,-5.4,1.0,-1.4,-11.0,-3.0,-21.0
stud_7824,-5.8,-3.6,13.6,2.8,-7.0,1.6,2.8,11.0,4.0,-13.6,7.666666666666667,6.4,-33.0,-27.0,34.0
stud_7825,-13.6,-11.2,18.0,-2.0,13.6,10.4,-2.6,-4.2,4.4,-8.8,-2.6666666666666665,4.4,4.0,-11.0,31.0
stud_7826,-18.2,4.0,-9.8,-7.2,-3.4,1.8,4.0,8.8,-0.2,-0.6,-15.666666666666666,7.8,-15.0,2.0,57.0
stud_7827,1.2,3.2,-0.8,0.8,-3.6,-0.8,-7.2,-4.0,-3.0,-3.8,-3.3333333333333335,-10.6,-8.0,52.0,-73.0
stud_7828,8.2,0.0,4.4,-2.4,-6.4,-15.2,-7.6,1.8,1.6,-12.0,-27.333333333333332,8.2,61.0,8.0,74.0
stud_7829,-7.8,-3.8,4.4,1.4,1.6,1.2,-0.2,-1.6,3.0,14.2,-23.666666666666668,2.0,-1.0,-87.0,60.0
stud_7830,0.2,11.6,1.0,-7.8,-6.2,1.4,-8.2,-4.2,0.6,8.0,-3.6666666666666665,3.2,-8.0,19.0,61.0
stud_7831,4.2,-6.0,-12.8,9.8,-12.6,9.4,-8.0,-2.0,-0.6,6.6,-6.666666666666667,-15.6,51.0,-56.0,-26.0
stud_7832,-2.8,-2.6,3.2,-13.8,-1.0,-5.2,-15.0,-10.4,5.8,3.4,-10.0,3.6,10.0,-13.0,20.0
stud_7833,4.4,9.6,2.8,17.4,-9.2,3.2,-1.2,5.6,-9.4,10.8,2.3333333333333335,-14.0,-3.0,-28.0,-58.0
stud_7834,14.2,12.2,-14.2,-8.2,-0.2,-18.0,-2.6,-2.6,9.4,6.2,5.666666666666667,3.8,69.0,-9.0,59.0
stud_7835,11.6,-15.2,7.4,-6.4,-1.0,-11.4,-1.2,3.2,14.8,-3.0,-2.3333333333333335,8.4,-13.0,-51.0,5.0
stud_7836,-1.2,-3.8,-2.8,-2.2,0.8,4.8,-8.4,1.6,-8.2,-0.4,-5.0,0.0,-7.0,9.0,-24.0
stud_7837,5.4,-10.4,-6.2,-13.2,3.8,12.8,15.2,-2.2,7.6,-3.0,-24.666666666666668,-0.8,-22.0,30.0,-21.0
stud_7838,-0.4,11.6,-6.2,-0.8,-2.6,-4.8,-14.4,1.8,5.4,-9.8,7.0,16.0,54.0,4.0,50.0
stud_7839,8.4,4.0,14.6,4.8,-7.0,10.8,-9.0,-13.2,13.4,-2.2,-16.0,-5.2,34.0,-34.0,-46.0
stud_7840,-0.8,1.0,-12.6,3.0,4.6,-9.6,-3.8,-17.8,-1.4,-4.8,17.333333333333332,2.0,-6.0,-35.0,-12.0
stud_7841,-10.0,10.6,-5.2,-9.0,12.6,15.2,-7.0,-2.0,-7.6,6.0,2.6666666666666665,-1.0,13.0,60.0,69.0
stud_7842,-1.2,13.6,12.2,-11.8,7.6,-12.2,-1.6,-2.6,-9.0,5.4,15.333333333333334,-1.6,-37.0,-5.0,52.0
stud_7843,-11.2,14.8,-9.4,-2.6,0.8,-5.8,-7.6,-1.8,-2.4,0.6,0.0,-6.2,-1.0,-14.0,-26.0
stud_7844,-9.4,3.8,11.6,-10.0,3.2,-7.6,4.4,-8.6,19.2,10.4,0.3333333333333333,-6.8,-47.0,-42.0,6.0
stud_7845,12.8,-3.4,-6.8,-7.4,15.2,1.0,6.2,-9.0,-7.0,12.0,-13.666666666666666,-3.2,-22.0,-61.0,2.0
stud_7846,9.4,4.8,5.4,2.8,8.8,3.6,4.0,4.2,-2.4,0.0,-16.666666666666668,8.6,-77.0,11.0,-12.0
stud_7847,-3.0,-6.8,2.2,-13.8,11.2,-0.2,-1.4,-0.8,-9.8,14.6,-18.0,-11.8,-56.0,-13.0,67.0
stud_7848,6.4,-8.2,-2.4,7.2,-4.6,-10.4,2.6,-1.4,-6.2,-7.2,2.6666666666666665,-10.2,-52.0,6.0,4.0
stud_7849,8.4,-5.0,6.0,-2.0,5.6,2.6,3.8,0.6,1.4,-3.4,6.666666666666667,6.8,0.0,75.0,-56.0
stud_7850,-16.2,-2.0,-7.8,-7.8,-5.6,10.0,-13.8,-0.6,-10.2,-9.0,-17.0,11.4,-21.0,-15.0,-70.0
stud_7851,-0.2,8.4,0.6,7.0,-1.6,-9.8,11.2,-11.8,-1.4,-7.4,-20.666666666666668,6.8,10.0,0.0,20.0
stud_7852,-0.6,-8.4,-2.8,-3.6,1.0,-16.6,-5.4,-5.6,-7.2,-1.8,1.6666666666666667,-3.4,-29.0,24.0,0.0
stud_7853,6.2,1.8,12.6,3.4,-2.6,-8.4,9.8,2.8,-3.0,-1.2,0.3333333333333333,9.2,-12.0,51.0,24.0
stud_7854,-16.4,0.0,0.6,8.6,-7.8,-6.8,-1.6,5.6,5.8,-9.2,22.0,-0.2,35.0,-89.0,89.0
stud_7855,0.6,7.8,-4.2,-18.0,-8.8,-8.4,-4.2,-17.0,-3.4,-4.8,11.333333333333334,-8.6,-75.0,-25.0,-8.0
stud_7856,0.0,1.6,8.0,2.8,-6.2,6.0,5.4,4.4,-5.2,-6.6,11.333333333333334,5.4,12.0,-35.0,-76.0
stud_7857,0.0,-7.0,-10.2,4.2,-5.0,1.8,-0.4,-13.4,1.8,11.6,18.0,-7.6,-9.0,-66.0,8.0
stud_7858,-0.4,-4.8,8.6,3.6,-19.0,7.0,4.2,-17.2,6.8,-5.2,-10.333333333333334,-1.2,25.0,-16.0,17.0
stud_7859,-17.8,5.6,-7.0,-7.8,7.8,5.2,-2.0,-5.2,2.8,-13.8,-6.666666666666667,8.6,-24.0,39.0,14.0
stud_7860,2.0,-11.6,-6.6,-8.0,4.0,-9.4,3.4,-15.0,-4.6,-0.6,16.666666666666668,-12.0,-49.0,2.0,11.0
stud_7861,-12.8,-3.0,10.6,2.2,6.6,10.0,-16.0,-5.4,-1.4,4.4,15.333333333333334,7.2,-32.0,61.0,55.0
stud_7862,0.4,11.4,11.0,-11.6,-2.2,2.4,0.6,8.2,1.8,8.2,-2.6666666666666665,10.2,58.0,-12.0,-4.0
stud_7863,-8.6,-15.4,2.8,2.2,11.4,-3.8,7.2,-3.0,1.6,-7.6,20.0,-3.6,8.0,2.0,-10.0
stud_7864,-3.2,0.6,-5.4,2.0,-5.2,-4.8,-6.2,-10.8,-14.8,-10.0,-32.0,-8.0,-40.0,-27.0,-11.0
stud_7865,-0.2,5.6,4.2,-1.0,-2.8,-4.6,-4.2,11.4,11.0,-2.6,-12.666666666666666,2.6,-23.0,70.0,30.0
stud_7866,7.6,6.2,-10.6,7.0,-4.6,-10.6,-14.4,-3.8,-4.0,-13.0,-21.0,-1.0,-16.0,15.0,-27.0
stud_7867,1.8,-9.2,7.6,1.6,0.0,6.4,-14.6,-9.0,-8.2,-3.6,-20.666666666666668,11.4,-43.0,-50.0,34.0
stud_7868,1.8,10.4,5.2,-12.2,14.2,-13.4,-4.2,-0.2,3.6,10.2,11.666666666666666,3.4,-41.0,58.0,-5.0
stud_7869,9.0,4.0,-11.2,1.6,-7.6,-7.8,-0.4,1.8,-3.2,5.8,7.0,-2.6,-22.0,43.0,47.0
stud_7870,-5.6,-4.4,-0.8,4.4,-7.8,10.0,5.6,-12.6,-5.2,-3.6,21.0,-7.0,85.0,47.0,-2.0
stud_7871,9.0,-0.4,0.2,-12.2,-12.6,15.8,13.2,-3.8,-2.8,15.8,-3.3333333333333335,-2.0,10.0,-3.0,-6.0
stud_7872,-10.4,1.6,1.8,-7.2,13.6,7.6,-2.0,-1.4,-5.6,-2.4,21.333333333333332,-3.8,19.0,-17.0,-25.0
stud_7873,6.8,-6.8,3.2,0.8,-6.0,6.0,5.4,-15.2,0.6,14.0,2.6666666666666665,-2.0,-18.0,34.0,-31.0
stud_7874,-0.6,-5.0,2.6,-3.4,7.0,-1.0,6.4,-1.0,-1.8,0.4,17.0,8.2,11.0,58.0,36.0
stud_7875,-13.8,-11.6,1.0,17.2,-0.2,-4.2,-5.8,-12.4,10.6,5.0,-6.0,7.4,30.0,-60.0,-23.0
stud_7876,-3.0,-13.2,-10.4,14.8,15.0,-1.4,-11.2,14.4,9.2,11.4,-11.666666666666666,-11.8,-32.0,88.0,73.0
stud_7877,10.6,2.2,-11.0,10.4,4.6,9.4,-3.0,1.6,-3.2,2.6,-20.333333333333332,14.6,-9.0,-21.0,92.0
stud_7878,-5.2,-17.4,14.8,1.8,8.6,12.0,7.2,5.6,12.0,-8.6,10.333333333333334,-1.8,-85.0,-55.0,-7.0
stud_7879,16.8,7.4,-0.4,12.6,-4.4,-3.8,19.0,-1.6,-0.2,4.2,14.0,11.0,-38.0,-10.0,57.0
stud_7880,7.6,7.2,2.2,-7.4,-8.4,-11.6,-9.2,-1.4,-1.0,-3.8,12.0,-16.8,-39.0,-60.0,38.0
stud_7881,5.8,-7.2,9.2,-10.0,-13.6,-11.4,-13.4,-10.0,19.4,7.0,-8.333333333333334,-4.0,-84.0,28.0,37.0
stud_7882,-3.4,5.8,4.4,9.2,8.0,-14.6,-2.4,14.6,-0.8,1.0,-21.666666666666668,0.8,-70.0,13.0,38.0
stud_7883,9.8,6.8,1.0,7.6,6.6,8.4,0.4,2.6,-1.8,-14.0,-18.0,-16.6,27.0,0.0,47.0
stud_7884,3.0,4.6,4.0,2.2,-6.2,-9.0,-4.6,0.0,-10.0,3.2,-10.666666666666666,-6.4,-39.0,-9.0,63.0
stud_7885,3.0,6.8,8.6,10.6,6.0,18.6,11.6,-4.8,-4.0,1.2,11.666666666666666,2.0,-26.0,0.0,35.0
stud_7886,-10.2,-2.6,-9.6,17.2,-16.6,7.8,-1.6,-5.4,-4.2,-0.2,-20.666666666666668,5.8,-39.0,0.0,-20.0
stud_7887,0.6,16.4,0.4,-1.6,-6.0,8.4,3.2,-13.6,-9.6,2.8,-15.333333333333334,-7.8,-10.0,55.0,-50.0
stud_7888,4.6,-6.8,4.0,7.8,6.6,-5.6,-10.0,12.8,5.0,-13.0,5.333333333333333,8.4,35.0,-34.0,17.0
stud_7889,3.8,1.2,16.2,-4.2,-9.2,-3.8,-13.0,8.2,-4.8,-8.2,-13.0,7.0,24.0,-20.0,13.0
stud_7890,-0.8,-6.4,1.6,-0.8,5.6,7.0,-0.2,-3.8,1.4,-6.8,1.3333333333333333,4.4,-15.0,-70.0,10.0
stud_7891,6.4,-3.8,-10.6,-10.4,10.8,-1.4,-6.0,1.2,4.0,-13.8,1.6666666666666667,-12.0,35.0,-15.0,57.0
stud_7892,-2.6,-0.2,13.4,-1.0,6.2,3.6,-10.0,-5.0,14.4,9.8,-11.333333333333334,-3.0,40.0,74.0,68.0
stud_7893,-7.0,-6.6,-8.2,19.4,15.2,-2.2,2.4,-3.2,11.4,-3.0,0.3333333333333333,5.6,-46.0,-21.0,-20.0
stud_7894,4.2,-1.6,11.0,10.4,-0.8,-11.6,3.0,-8.0,15.2,2.0,-16.0,-2.0,69.0,-1.0,-86.0
stud_7895,-11.8,-8.8,-9.2,0.4,1.8,-4.8,-16.0,-8.0,14.2,10.4,10.0,-13.8,4.0,-64.0,-33.0
stud_7896,-9.8,1.4,-0.2,-4.8,4.4,9.2,0.4,-0.4,5.0,-5.0,11.333333333333334,5.8,63.0,13.0,-57.0
stud_7897,10.6,-12.4,-2.4,17.0,17.0,10.8,2.2,-9.4,-9.6,-3.6,-12.0,-0.2,35.0,29.0,9.0
stud_7898,0.4,-0.2,-2.2,-2.2,4.8,-1.4,7.6,6.4,5.8,5.6,14.666666666666666,-4.8,-8.0,6.0,-4.0
stud_7899,-10.8,5.4,5.6,7.6,8.4,-14.8,-6.2,13.4,8.0,4.6,-12.666666666666666,5.6,-18.0,-36.0,-47.0
stud_7900,-3.0,4.4,1.4,-3.0,17.4,1.4,-12.8,0.0,-5.4,3.6,16.0,0.6,71.0,-36.0,1.0
stud_7901,-1.0,12.0,-6.0,-1.2,0.4,12.6,2.8,0.6,-6.0,-6.0,27.666666666666668,2.2,12.0,22.0,52.0
